Date,facebook_close,apple_close,amazon_close,netflix_close,google_close,boeing_close,index_close
2022-01-03,338.540009,182.009995,170.404495,597.369995,145.074493,207.860001,1641.258988
2022-01-04,336.529999,179.699997,167.522003,591.150024,144.416504,213.630005,1632.9485320000001
2022-01-05,324.170013,174.919998,164.356995,567.52002,137.653503,213.070007,1581.690536
2022-01-06,332.459991,172.0,163.253998,553.289978,137.550995,211.339996,1569.894958
2022-01-07,331.790009,172.169998,162.554001,541.059998,137.004501,215.5,1560.0785069999997
2022-01-08,330.550008,172.176666,162.197998,540.656657,137.527669,213.436666,1556.5456640000002
2022-01-09,329.310008,172.183334,161.841995,540.253317,138.050837,211.373332,1553.012823
2022-01-10,328.070007,172.190002,161.485992,539.849976,138.574005,209.309998,1549.4799799999998
2022-01-11,334.369995,175.080002,165.362,540.840027,140.017502,216.020004,1571.6895299999999
2022-01-12,333.26001,175.529999,165.207001,537.219971,141.647995,217.449997,1570.314973
2022-01-13,326.480011,172.190002,161.214005,519.200012,139.130997,223.899994,1542.115021
2022-01-14,331.899994,173.070007,162.138,525.690002,139.786499,225.960007,1558.544509
2022-01-15,328.462494,172.252506,161.332874,521.967499,138.912498,225.722504,1548.6503750000002
2022-01-16,325.024994,171.435005,160.527748,518.244995,138.038498,225.485001,1538.756241
2022-01-17,321.587494,170.617504,159.722622,514.522492,137.164497,225.247498,1528.862107
2022-01-18,318.149994,169.800003,158.917496,510.799988,136.290497,225.009995,1518.9679729999998
2022-01-19,319.589996,166.229996,156.298996,515.859985,135.651993,217.080002,1510.7109679999999
2022-01-20,316.559998,164.509995,151.667496,508.25,133.5065,214.190002,1488.683991
2022-01-21,303.170013,162.410004,142.643005,397.5,130.091995,205.440002,1341.255019
2022-01-22,305.016672,162.146668,143.276672,394.049998,130.185328,205.026667,1339.702005
2022-01-23,306.863332,161.883331,143.910339,390.599996,130.278661,204.613332,1338.148991
2022-01-24,308.709991,161.619995,144.544006,387.149994,130.371994,204.199997,1336.595977
2022-01-25,300.149994,159.779999,139.985992,366.420013,126.735497,204.100006,1297.1715009999998
2022-01-26,294.630005,159.690002,138.872498,359.700012,129.240005,194.270004,1276.4025259999999
2022-01-27,294.640015,159.220001,139.637497,386.700012,129.121002,189.75,1299.0685270000001
2022-01-28,301.709991,170.330002,143.977997,384.359985,133.289505,190.570007,1324.2374869999999
2022-01-29,305.559997,171.813334,145.843165,398.619995,134.092504,193.79334,1349.722335
2022-01-30,309.410004,173.296667,147.708334,412.880005,134.895503,197.016672,1375.207185
2022-01-31,313.26001,174.779999,149.573502,427.140015,135.698502,200.240005,1400.6920329999998
2022-02-01,319.0,174.610001,151.193497,457.130005,137.878494,208.339996,1448.151993
2022-02-02,323.0,175.839996,150.612503,429.480011,148.036499,207.520004,1434.489013
2022-02-03,237.759995,172.899994,138.845505,405.600006,142.650497,206.389999,1304.145996
2022-02-04,237.089996,172.389999,157.639496,410.170013,143.016006,206.449997,1326.755507
2022-02-05,233.029999,172.146667,157.738164,407.480011,141.656672,208.273331,1320.3248440000002
2022-02-06,228.970001,171.903336,157.836833,404.790008,140.297338,210.096664,1313.89418
2022-02-07,224.910004,171.660004,157.935501,402.100006,138.938004,211.919998,1307.4635170000001
2022-02-08,220.179993,174.830002,161.413498,403.529999,139.212997,213.270004,1312.436493
2022-02-09,232.0,176.279999,161.189499,412.890015,141.453003,215.860001,1339.672517
2022-02-10,228.070007,172.119995,159.003494,406.269989,138.602493,218.75,1322.815978
2022-02-11,219.550003,168.639999,153.293503,391.309998,134.130005,212.300003,1279.223511
2022-02-12,218.933334,168.720001,153.918004,393.063334,134.520004,211.546666,1280.701343
2022-02-13,218.316666,168.800003,154.542506,394.816671,134.910004,210.79333,1282.17918
2022-02-14,217.699997,168.880005,155.167007,396.570007,135.300003,210.039993,1283.6570120000001
2022-02-15,221.0,172.789993,156.510498,407.459991,136.425507,217.729996,1311.9159849999999
2022-02-16,216.539993,172.550003,158.100494,398.079987,137.487503,218.929993,1301.687973
2022-02-17,207.710007,168.880005,154.652496,386.670013,132.308502,213.580002,1263.801025
2022-02-18,206.160004,167.300003,152.601501,391.290009,130.467499,209.029999,1256.8490150000002
2022-02-19,205.140003,166.555004,152.0005,387.812508,130.201248,206.4575,1248.166763
2022-02-20,204.120003,165.810005,151.399498,384.335007,129.934998,203.885002,1239.484513
2022-02-21,203.100003,165.065006,150.798496,380.857506,129.668747,201.312504,1230.802262
2022-02-22,202.080002,164.320007,150.197495,377.380005,129.402496,198.740005,1222.12001
2022-02-23,198.449997,160.070007,144.826996,367.459991,127.584999,196.419998,1194.811988
2022-02-24,207.600006,162.740005,151.358002,390.029999,132.673492,198.429993,1242.831497
2022-02-25,210.479996,164.850006,153.788498,390.799988,134.519501,201.479996,1255.917985
2022-02-26,210.66333,164.940002,153.713333,392.039988,134.643336,202.766663,1258.7666520000002
2022-02-27,210.846665,165.029999,153.638169,393.279989,134.767171,204.053329,1261.615322
2022-02-28,211.029999,165.119995,153.563004,394.519989,134.891006,205.339996,1264.4639889999999
2022-03-01,203.490005,163.199997,151.141998,386.23999,134.167999,194.910004,1233.149993
2022-03-02,208.110001,166.559998,152.052505,380.029999,134.751495,197.809998,1239.313996
2022-03-03,202.970001,166.229996,147.898499,368.070007,134.307999,188.850006,1208.3265079999999
2022-03-04,200.059998,163.169998,145.641006,361.730011,132.121994,180.839996,1183.563003
2022-03-05,195.863332,161.88,142.911672,357.906677,130.236163,176.949997,1165.747841
2022-03-06,191.666667,160.590001,140.182337,354.083344,128.350331,173.059997,1147.932677
2022-03-07,187.470001,159.300003,137.453003,350.26001,126.4645,169.169998,1130.1175150000001
2022-03-08,190.289993,157.440002,136.014496,341.76001,127.278503,173.800003,1126.5830070000002
2022-03-09,198.5,162.949997,139.279007,358.790009,133.865997,178.559998,1171.9450080000001
2022-03-10,195.210007,158.520004,146.817505,356.769989,132.682007,178.389999,1168.3895109999999
2022-03-11,187.610001,154.729996,145.524506,340.320007,130.475494,176.229996,1134.89
2022-03-12,187.283336,153.359996,144.30067,337.216675,129.230662,175.993332,1127.384671
2022-03-13,186.95667,151.989995,143.076833,334.113342,127.985829,175.756668,1119.8793369999999
2022-03-14,186.630005,150.619995,141.852997,331.01001,126.740997,175.520004,1112.374008
2022-03-15,192.029999,155.089996,147.366501,343.75,129.660507,179.889999,1147.787002
2022-03-16,203.630005,159.589996,153.104004,357.529999,133.690506,188.990005,1196.534515
2022-03-17,207.839996,160.619995,157.238998,371.399994,134.600494,190.190002,1221.889479
2022-03-18,216.490005,163.979996,161.250504,380.600006,136.801498,192.830002,1251.9520109999999
2022-03-19,214.823338,164.446666,161.330836,378.596669,136.693832,190.519999,1246.41134
2022-03-20,213.156672,164.913335,161.411169,376.593333,136.586166,188.209997,1240.870672
2022-03-21,211.490005,165.380005,161.491501,374.589996,136.4785,185.899994,1235.3300009999998
2022-03-22,216.649994,168.820007,164.889008,382.920013,140.277496,191.039993,1264.596511
2022-03-23,213.460007,170.210007,163.408005,374.48999,138.503494,186.039993,1246.1114960000002
2022-03-24,219.570007,174.070007,163.649506,375.709991,141.311996,189.050003,1263.36151
2022-03-25,221.820007,174.720001,164.773499,373.850006,141.5215,188.949997,1265.63501
2022-03-26,222.410003,175.013336,166.179164,375.403341,141.664332,188.686666,1269.3568420000001
2022-03-27,223.0,175.306671,167.584829,376.956675,141.807165,188.423335,1273.078675
2022-03-28,223.589996,175.600006,168.990494,378.51001,141.949997,188.160004,1276.8005070000002
2022-03-29,229.860001,178.960007,169.315002,391.820007,143.25,193.800003,1307.00502
2022-03-30,227.850006,177.770004,166.300995,381.470001,142.644501,194.910004,1290.9455110000001
2022-03-31,222.360001,174.610001,162.997498,374.589996,139.649506,191.5,1265.7070019999999
2022-04-01,224.850006,174.309998,163.559998,373.470001,140.699997,190.759995,1267.6499950000002
2022-04-02,227.863337,175.686666,165.155498,379.480001,141.680832,190.899994,1280.7663280000002
2022-04-03,230.876668,177.063334,166.750997,385.49,142.661667,191.039994,1293.88266
2022-04-04,233.889999,178.440002,168.346497,391.5,143.642502,191.179993,1306.998993
2022-04-05,231.839996,175.059998,164.054993,380.149994,141.063004,182.649994,1274.817979
2022-04-06,223.300003,171.830002,158.755997,368.350006,137.175995,178.720001,1238.1320039999998
2022-04-07,222.949997,172.139999,157.7845,362.149994,136.464996,177.970001,1229.4594869999999
2022-04-08,222.330002,170.089996,154.460495,355.880005,134.010498,175.199997,1211.970993
2022-04-09,220.373337,168.643331,153.347661,353.253337,132.60583,175.143331,1203.366827
2022-04-10,218.416672,167.196665,152.234828,350.626668,131.201162,175.086665,1194.76266
2022-04-11,216.460007,165.75,151.121994,348.0,129.796494,175.029999,1186.158494
2022-04-12,214.139999,167.660004,150.787506,344.100006,128.374496,176.279999,1181.34201
2022-04-13,214.990005,170.399994,155.541,350.429993,130.285995,182.869995,1204.5169819999999
2022-04-14,210.179993,165.289993,151.706497,341.130005,127.252998,181.940002,1177.499488
2022-04-15,210.327496,165.234997,151.976124,340.3125,127.429998,181.417503,1176.698618
2022-04-16,210.474998,165.18,152.24575,339.494995,127.606998,180.895004,1175.897745
2022-04-17,210.622501,165.125004,152.515377,338.67749,127.783999,180.372505,1175.096876
2022-04-18,210.770004,165.070007,152.785004,337.859985,127.960999,179.850006,1174.296005
2022-04-19,217.309998,167.399994,158.115494,348.609985,130.531006,185.979996,1207.946473
2022-04-20,200.419998,167.229996,153.998001,226.190002,128.245499,183.550003,1059.633499
2022-04-21,188.070007,166.419998,148.296005,218.220001,124.9375,181.020004,1026.9635150000001
2022-04-22,184.110001,161.789993,144.350006,215.520004,119.613998,176.919998,1002.304
2022-04-23,185.070002,162.15333,144.924672,213.650004,120.825999,176.583333,1003.20734
2022-04-24,186.030004,162.516668,145.499339,211.780004,122.037999,176.246669,1004.110683
2022-04-25,186.990005,162.880005,146.074005,209.910004,123.25,175.910004,1005.014023
2022-04-26,180.949997,156.800003,139.391006,198.399994,119.505997,167.039993,962.0869899999999
2022-04-27,174.949997,156.570007,138.167007,188.539993,115.0205,154.460007,927.707511
2022-04-28,205.729996,163.639999,144.596497,199.520004,119.411499,154.220001,987.1179960000001
2022-04-29,200.470001,157.649994,124.281502,190.360001,114.966499,148.839996,936.5679930000001
2022-04-30,204.023336,157.753332,124.354335,193.393336,115.696665,148.763331,943.984335
2022-05-01,207.57667,157.856669,124.427167,196.426672,116.426832,148.686666,951.400676
2022-05-02,211.130005,157.960007,124.5,199.460007,117.156998,148.610001,958.8170180000001
2022-05-03,212.029999,159.479996,124.253502,199.869995,118.129501,153.580002,967.3429950000001
2022-05-04,223.410004,166.020004,125.928497,204.009995,122.574997,156.970001,998.913498
2022-05-05,208.279999,156.770004,116.406998,188.320007,116.746498,150.470001,936.993507
2022-05-06,203.770004,157.279999,114.772499,180.970001,115.660004,148.899994,921.352501
2022-05-07,201.250005,155.539999,112.778,178.346669,114.801336,143.703329,906.4193379999999
2022-05-08,198.730006,153.799998,110.7835,175.723338,113.942668,138.506663,891.486173
2022-05-09,196.210007,152.059998,108.789001,173.100006,113.084,133.309998,876.5530099999999
2022-05-10,197.649994,154.509995,108.859001,177.660004,114.584503,132.949997,886.2134940000001
2022-05-11,188.740005,146.5,105.372002,166.369995,113.960999,129.389999,850.333
2022-05-12,191.240005,142.559998,106.930496,174.309998,113.161003,123.139999,851.3414989999999
2022-05-13,198.619995,147.110001,113.055,187.639999,116.515503,127.199997,890.1404950000001
2022-05-14,199.093328,146.586665,112.306834,187.263331,115.94117,126.149999,887.3413270000001
2022-05-15,199.56666,146.063329,111.558667,186.886663,115.366836,125.100001,884.5421560000001
2022-05-16,200.039993,145.539993,110.810501,186.509995,114.792503,124.050003,881.742988
2022-05-17,202.619995,149.240005,115.3685,190.559998,116.7015,132.050003,906.5400010000001
2022-05-18,192.240005,140.820007,107.112503,177.190002,112.401001,125.519997,855.283515
2022-05-19,191.289993,137.350006,107.319,183.479996,110.745499,127.139999,857.324493
2022-05-20,193.539993,137.589996,107.591003,186.350006,109.313004,120.699997,855.083999
2022-05-21,194.436661,139.429998,107.579668,186.713338,110.097501,121.823331,860.0804969999999
2022-05-22,195.333328,141.269999,107.568334,187.07667,110.881999,122.946666,865.076996
2022-05-23,196.229996,143.110001,107.556999,187.440002,111.666496,124.07,870.073494
2022-05-24,181.279999,140.360001,104.099998,180.339996,105.926003,119.400002,831.4059990000001
2022-05-25,183.830002,140.520004,106.775002,187.830002,105.8395,122.059998,846.854508
2022-05-26,191.630005,143.779999,111.077499,191.399994,108.295998,127.730003,873.913498
2022-05-27,195.130005,149.639999,115.1465,195.190002,112.799004,132.229996,900.135506
2022-05-28,194.757504,149.439998,116.412251,195.752502,113.109003,132.022495,901.493753
2022-05-29,194.385002,149.239998,117.678002,196.315002,113.419002,131.814995,902.852001
2022-05-30,194.0125,149.039997,118.943752,196.877502,113.729002,131.607494,904.2102470000001
2022-05-31,193.639999,148.839996,120.209503,197.440002,114.039001,131.399994,905.568495
2022-06-01,188.639999,148.710007,121.683998,192.910004,114.137001,130.649994,896.731003
2022-06-02,198.860001,151.210007,125.511002,205.089996,117.746002,140.5,938.917008
2022-06-03,190.779999,145.380005,122.349998,198.979996,114.564003,139.25,911.304001
2022-06-04,191.936666,145.633336,123.163332,198.366664,115.379501,139.246668,913.726167
2022-06-05,193.093333,145.886668,123.976667,197.753331,116.195,139.243337,916.1483360000001
2022-06-06,194.25,146.139999,124.790001,197.139999,117.010498,139.240005,918.570502
2022-06-07,195.649994,148.710007,123.0,198.610001,117.2295,140.820007,924.0195090000001
2022-06-08,196.639999,147.960007,121.18,202.830002,117.237999,139.630005,925.478012
2022-06-09,184.0,142.639999,116.150002,192.770004,114.917999,133.729996,884.208
2022-06-10,175.570007,137.130005,109.650002,182.940002,111.427498,127.0,843.7175139999999
2022-06-11,171.800003,135.380005,107.656667,178.523335,109.9105,123.286667,826.5571769999999
2022-06-12,168.029999,133.630005,105.663333,174.106669,108.393501,119.573334,809.3968410000001
2022-06-13,164.259995,131.880005,103.669998,169.690002,106.876503,115.860001,792.236504
2022-06-14,163.729996,132.759995,102.309998,167.539993,107.194,122.160004,795.693986
2022-06-15,169.350006,135.429993,107.669998,180.110001,110.390503,133.720001,836.6705019999999
2022-06-16,160.869995,130.059998,103.660004,173.350006,106.636002,133.360001,807.9360059999999
2022-06-17,163.740005,131.559998,106.220001,175.509995,107.865501,136.800003,821.6955029999999
2022-06-18,162.067504,132.637497,106.835001,174.359997,108.902876,136.787502,821.5903770000001
2022-06-19,160.395004,133.714996,107.45,173.209999,109.94025,136.775002,821.485251
2022-06-20,158.722504,134.792496,108.065,172.060002,110.977624,136.762501,821.3801269999999
2022-06-21,157.050003,135.869995,108.68,170.910004,112.014999,136.75,821.275001
2022-06-22,155.850006,135.350006,108.949997,178.889999,112.033997,137.160004,828.2340089999999
2022-06-23,158.75,138.270004,112.440002,181.710007,112.684502,133.970001,837.8245159999999
2022-06-24,170.160004,141.660004,116.459999,190.850006,118.538002,141.529999,879.198014
2022-06-25,169.936671,141.660004,115.38,190.280004,117.899501,140.593333,875.749513
2022-06-26,169.713338,141.660004,114.3,189.710001,117.260999,139.656667,872.3010089999999
2022-06-27,169.490005,141.660004,113.220001,189.139999,116.622498,138.720001,868.852508
2022-06-28,160.679993,137.440002,107.400002,179.600006,112.571503,138.699997,836.3915030000001
2022-06-29,163.940002,139.229996,108.919998,178.360001,112.2565,138.449997,841.1564939999998
2022-06-30,161.25,136.720001,106.209999,174.869995,109.372498,136.720001,825.1424939999999
2022-07-01,160.029999,138.929993,109.559998,179.949997,109.081001,139.839996,837.390984
2022-07-02,162.07,139.587494,110.544998,181.432499,110.282501,139.304996,843.222488
2022-07-03,164.11,140.244996,111.529999,182.915001,111.484001,138.769996,849.053993
2022-07-04,166.150001,140.902497,112.515,184.397503,112.685501,138.234997,854.8854990000001
2022-07-05,168.190002,141.559998,113.5,185.880005,113.887001,137.699997,860.717003
2022-07-06,169.770004,142.919998,114.330002,184.059998,115.213501,136.309998,862.6035009999998
2022-07-07,172.190002,146.350006,116.330002,189.270004,119.306,139.970001,883.416015
2022-07-08,170.880005,147.039993,115.540001,186.979996,120.168503,139.070007,879.6785050000001
2022-07-09,168.213338,146.31666,114.276667,183.766663,118.953168,138.376673,869.9031689999999
2022-07-10,165.546672,145.593328,113.013334,180.553329,117.737834,137.683339,860.1278359999999
2022-07-11,162.880005,144.869995,111.75,177.339996,116.522499,136.990005,850.3525000000001
2022-07-12,163.270004,145.860001,109.220001,174.449997,114.849503,147.149994,854.7995000000001
2022-07-13,163.490005,145.490005,110.400002,176.559998,112.186996,143.949997,852.0770030000001
2022-07-14,158.050003,148.470001,110.629997,174.779999,111.440002,147.149994,850.519996
2022-07-15,164.699997,150.169998,113.550003,189.110001,112.766998,147.740005,878.0370020000001
2022-07-16,165.54333,149.136668,113.620003,189.713333,111.814667,147.733337,877.561338
2022-07-17,166.386663,148.103337,113.690002,190.316666,110.862335,147.726669,877.085672
2022-07-18,167.229996,147.070007,113.760002,190.919998,109.910004,147.720001,876.610008
2022-07-19,175.779999,151.0,118.209999,201.630005,114.620003,156.130005,917.370011
2022-07-20,183.089996,153.039993,122.769997,216.440002,114.699997,158.380005,948.4199899999999
2022-07-21,183.169998,155.350006,124.629997,223.880005,115.040001,161.410004,963.4800109999999
2022-07-22,169.270004,154.089996,122.419998,220.440002,108.360001,158.160004,932.740005
2022-07-23,168.396667,153.709996,121.993332,219.796666,108.31,157.653336,929.8599969999999
2022-07-24,167.523331,153.329997,121.566665,219.153331,108.26,157.146667,926.979991
2022-07-25,166.649994,152.949997,121.139999,218.509995,108.209999,156.639999,924.099983
2022-07-26,159.149994,151.600006,114.809998,213.910004,105.440002,155.919998,900.830002
2022-07-27,169.580002,156.789993,120.970001,226.75,113.599998,156.089996,943.7799900000001
2022-07-28,160.720001,157.350006,122.279999,226.020004,114.589996,159.089996,940.0500020000001
2022-07-29,159.100006,162.509995,134.949997,224.899994,116.639999,159.309998,957.409989
2022-07-30,159.376668,162.176662,135.096664,225.336665,116.253334,162.563334,960.8033270000001
2022-07-31,159.653331,161.843328,135.243332,225.773336,115.866668,165.816671,964.196666
2022-08-01,159.929993,161.509995,135.389999,226.210007,115.480003,169.070007,967.590004
2022-08-02,160.190002,160.009995,134.160004,221.419998,115.900002,163.279999,954.9599999999999
2022-08-03,168.800003,166.130005,139.520004,226.729996,118.779999,166.639999,986.600006
2022-08-04,170.570007,165.809998,142.570007,229.910004,118.870003,166.5,994.230019
2022-08-05,167.110001,165.350006,140.800003,226.779999,118.220001,165.039993,983.3000030000001
2022-08-06,168.156667,165.190002,140.33667,229.016668,118.193334,165.323328,986.2166689999999
2022-08-07,169.203334,165.029999,139.873337,231.253336,118.166666,165.606664,989.133336
2022-08-08,170.25,164.869995,139.410004,233.490005,118.139999,165.889999,992.050002
2022-08-09,168.529999,164.919998,137.830002,229.940002,117.5,164.850006,983.5700069999999
2022-08-10,178.339996,169.240005,142.690002,244.110001,120.650002,169.020004,1024.0500100000002
2022-08-11,177.490005,168.490005,140.639999,242.699997,119.82,167.880005,1017.0200109999998
2022-08-12,180.5,172.100006,143.550003,249.300003,122.650002,169.990005,1038.090019
2022-08-13,180.63,172.463338,143.426666,249.236669,122.726667,170.150004,1038.633344
2022-08-14,180.759999,172.82667,143.30333,249.173335,122.803332,170.310002,1039.1766679999998
2022-08-15,180.889999,173.190002,143.179993,249.110001,122.879997,170.470001,1039.719993
2022-08-16,179.470001,173.029999,144.779999,245.690002,122.510002,172.080002,1037.5600049999998
2022-08-17,174.850006,174.550003,142.100006,241.149994,120.32,167.199997,1020.1700059999998
2022-08-18,174.660004,174.149994,142.300003,245.169998,120.860001,168.690002,1025.830002
2022-08-19,167.960007,171.520004,138.229996,241.160004,118.120003,162.919998,999.9100119999999
2022-08-20,166.323339,170.203338,136.559998,236.286667,117.103335,161.606664,988.083341
2022-08-21,164.686671,168.886673,134.889999,231.41333,116.086668,160.29333,976.256671
2022-08-22,163.050003,167.570007,133.220001,226.539993,115.07,158.979996,964.4300000000001
2022-08-23,161.110001,167.229996,133.619995,224.550003,114.769997,160.070007,961.3499990000001
2022-08-24,163.259995,167.529999,133.800003,229.610001,114.699997,163.600006,972.500001
2022-08-25,168.779999,170.029999,137.279999,233.979996,117.699997,169.380005,997.149995
2022-08-26,161.779999,163.619995,130.75,223.279999,111.300003,164.529999,955.259995
2022-08-27,160.909999,162.873332,130.429998,223.710002,110.980001,164.826665,953.7299969999999
2022-08-28,160.039998,162.126668,130.109995,224.140004,110.659998,165.123332,952.199995
2022-08-29,159.169998,161.380005,129.789993,224.570007,110.339996,165.419998,950.6699970000001
2022-08-30,157.160004,158.910004,128.729996,220.649994,109.910004,162.210007,937.5700089999999
2022-08-31,162.929993,157.220001,126.769997,223.559998,109.150002,160.25,939.8799909999999
2022-09-01,165.360001,157.960007,127.82,230.039993,110.550003,153.660004,945.390008
2022-09-02,160.320007,155.809998,127.510002,226.110001,108.68,151.820007,930.2500150000001
2022-09-03,159.875004,155.489998,127.160002,224.18,108.380001,151.962505,927.04751
2022-09-04,159.43,155.169999,126.810002,222.25,108.080002,152.105003,923.845006
2022-09-05,158.984997,154.849999,126.460001,220.32,107.780002,152.247501,920.6424999999999
2022-09-06,158.539993,154.529999,126.110001,218.389999,107.480003,152.389999,917.439994
2022-09-07,160.389999,155.960007,129.479996,228.960007,110.480003,155.949997,941.2200090000001
2022-09-08,162.059998,154.460007,129.820007,227.440002,109.419998,157.789993,940.9900049999999
2022-09-09,169.149994,157.369995,133.270004,233.570007,111.779999,157.520004,962.660003
2022-09-10,169.086665,159.389994,134.330002,234.556671,111.81,157.920003,967.093335
2022-09-11,169.023336,161.409994,135.389999,235.543335,111.840002,158.320002,971.526668
2022-09-12,168.960007,163.429993,136.449997,236.529999,111.870003,158.720001,975.96
2022-09-13,153.130005,153.839996,126.82,218.130005,105.309998,147.309998,904.540002
2022-09-14,151.470001,155.309998,128.550003,224.119995,105.870003,149.259995,914.5799949999999
2022-09-15,149.550003,152.369995,126.279999,235.380005,103.900002,149.779999,917.2600029999999
2022-09-16,146.289993,150.699997,123.529999,240.130005,103.629997,144.289993,908.569984
2022-09-17,146.866663,151.959997,123.906667,241.296672,103.703331,144.486664,912.2199939999999
2022-09-18,147.443334,153.219996,124.283336,242.463338,103.776664,144.683334,915.8700019999999
2022-09-19,148.020004,154.479996,124.660004,243.630005,103.849998,144.880005,919.5200120000001
2022-09-20,146.089996,156.899994,122.190002,242.850006,101.830002,145.940002,915.800002
2022-09-21,142.119995,153.720001,118.540001,236.869995,100.010002,143.289993,894.549987
2022-09-22,142.820007,152.740005,117.309998,237.050003,100.57,138.710007,889.2000200000001
2022-09-23,140.410004,150.429993,113.779999,226.410004,99.169998,131.259995,861.4599929999999
2022-09-24,139.063334,150.54333,114.236667,225.630005,99.049998,129.953329,858.4766629999999
2022-09-25,137.716665,150.656667,114.693334,224.850006,98.929998,128.646662,855.493332
2022-09-26,136.369995,150.770004,115.150002,224.070007,98.809998,127.339996,852.510002
2022-09-27,134.399994,151.759995,114.410004,224.360001,98.089996,127.510002,850.5299920000001
2022-09-28,141.610001,149.839996,118.010002,245.199997,100.739998,133.440002,888.8399960000002
2022-09-29,136.410004,142.479996,114.800003,239.710007,98.089996,125.330002,856.820008
2022-09-30,135.679993,138.199997,113.0,235.440002,96.150002,121.080002,839.549996
2022-10-01,136.656662,139.616664,113.959999,236.639999,97.200002,122.736669,846.809995
2022-10-02,137.633332,141.03333,114.919998,237.839996,98.250003,124.393336,854.069995
2022-10-03,138.610001,142.449997,115.879997,239.039993,99.300003,126.050003,861.3299940000002
2022-10-04,140.279999,146.100006,121.089996,240.740005,102.410004,133.509995,884.130005
2022-10-05,138.979996,146.399994,120.949997,236.729996,102.220001,132.110001,877.389985
2022-10-06,139.070007,145.429993,120.300003,240.020004,102.239998,132.199997,879.260002
2022-10-07,133.449997,140.089996,114.559998,224.75,99.57,129.789993,842.209984
2022-10-08,133.563329,140.199997,114.263331,226.493332,99.283333,130.493327,844.296649
2022-10-09,133.676661,140.309997,113.966665,228.236664,98.996666,131.19666,846.383313
2022-10-10,133.789993,140.419998,113.669998,229.979996,98.709999,131.899994,848.4699780000001
2022-10-11,128.539993,138.979996,112.209999,214.289993,98.050003,131.570007,823.639991
2022-10-12,127.5,138.339996,112.900002,220.869995,98.300003,130.419998,828.329994
2022-10-13,130.289993,142.990005,112.529999,232.509995,99.709999,132.399994,850.429985
2022-10-14,126.760002,138.380005,106.900002,230.0,97.18,133.149994,832.3700030000001
2022-10-15,129.186666,139.723338,109.196668,235.033335,98.38,134.129995,845.650002
2022-10-16,131.613329,141.066671,111.493335,240.066671,99.579999,135.109995,858.9300000000001
2022-10-17,134.039993,142.410004,113.790001,245.100006,100.779999,136.089996,872.209999
2022-10-18,132.800003,143.75,116.360001,240.860001,101.389999,137.339996,872.5000000000001
2022-10-19,133.229996,143.860001,115.07,272.380005,100.290001,138.389999,903.2200019999999
2022-10-20,131.529999,143.389999,115.25,268.160004,100.529999,139.130005,897.9900059999999
2022-10-21,130.009995,147.270004,119.32,289.570007,101.480003,141.320007,928.970016
2022-10-22,129.91333,147.996668,119.486667,287.196675,101.976669,141.563339,928.1333480000001
2022-10-23,129.816666,148.723333,119.653333,284.823344,102.473335,141.806671,927.2966819999999
2022-10-24,129.720001,149.449997,119.82,282.450012,102.970001,142.050003,926.460014
2022-10-25,137.509995,152.339996,120.599998,291.019989,104.93,146.649994,953.0499720000001
2022-10-26,129.820007,149.350006,115.660004,298.619995,94.82,133.789993,922.0600049999999
2022-10-27,97.940002,144.800003,110.959999,296.940002,92.599998,139.759995,882.999999
2022-10-28,99.199997,155.740005,103.410004,295.720001,96.580002,143.839996,894.4900050000001
2022-10-29,97.186666,154.940002,103.08667,294.440002,95.940003,143.396662,888.9900050000001
2022-10-30,95.173335,154.139999,102.763336,293.160004,95.300003,142.953329,883.490006
2022-10-31,93.160004,153.339996,102.440002,291.880005,94.660004,142.509995,877.990006
2022-11-01,95.199997,150.649994,96.790001,286.75,90.5,143.380005,863.269997
2022-11-02,90.540001,145.029999,92.120003,273.0,87.07,147.410004,835.1700069999998
2022-11-03,88.910004,138.880005,89.300003,269.059998,83.489998,156.75,826.3900080000001
2022-11-04,90.790001,138.380005,90.980003,260.790009,86.699997,160.009995,827.65001
2022-11-05,92.766668,138.560003,90.830002,260.060008,87.349999,161.643331,831.2100109999999
2022-11-06,94.743334,138.74,90.68,259.330007,88.0,163.276668,834.7700090000001
2022-11-07,96.720001,138.919998,90.529999,258.600006,88.650002,164.910004,838.3300099999999
